student_id,grado,afinidad_matematica,afinidad_lectura,afinidad_ciencias,habilidad_matematica,habilidad_lectura,habilidad_ciencias
STU_000066,Secundaria baja,0.455441951858784,0.17028003323352198,0.374278014907694,0.388175601448877,0.43077156781112935,0.09308872659104858
STU_000067,Primaria alta,0.3558858751204109,0.2647794290838138,0.37933469579577517,0.785486452262086,0.29426551845334026,0.5605948097908603
STU_000068,Secundaria baja,0.47998303694470545,0.3541587598769365,0.1658582031783582,1.0,0.6168423710826384,0.7412287994578209
STU_000069,Secundaria baja,0.5014990517658475,0.1062378620517117,0.3922630861824407,0.6952976527648033,0.5559692345330447,0.30132156320217585
STU_000070,Primaria alta,0.7162868084858017,0.2600632400949371,0.023649951419261277,0.33461387468673176,0.3227117589889339,0.3428230916458098
STU_000071,Primaria alta,0.12262723199189456,0.5874128180864595,0.289959949921646,0.5952485488161521,0.7039413049794881,0.54014736681411
STU_000072,Primaria alta,0.02131636512505765,0.9095098993289656,0.0691737355459767,0.6103224985863132,0.7634132444817726,0.60114399306519
STU_000073,Secundaria baja,0.6859966656197772,0.2194308781330986,0.09457245624712425,0.8486352414250561,0.4524029277974801,0.3151092526747964
STU_000074,Primaria alta,0.27463119237203054,0.492519214436675,0.2328495931912944,0.2971909399278183,0.6228271654059616,0.26540182457254763
STU_000075,Secundaria alta,0.22774069904746885,0.19847650349968887,0.5737827974528423,0.5593603064872132,0.4489573849703557,0.8126080481635282
STU_000076,Secundaria alta,0.08636094727778121,0.39813304573432434,0.5155060069878945,0.21332583533470856,0.36173122180859635,0.5258496858037126
STU_000077,Secundaria baja,0.4467661963612945,0.19591297233441843,0.35732083130428716,0.3137638026628915,0.26672832758574105,0.6883137230168185
STU_000078,Secundaria alta,0.8771016196606166,0.01275392461828163,0.11014445572110172,0.9352393749485823,0.6512433846081146,0.19686440274422315
STU_000079,Secundaria baja,0.5012616598748469,0.3715583378018012,0.12718000232335175,0.7050364688811278,0.19367495203768256,0.2854829267929887
STU_000080,Secundaria alta,0.4043734245215698,0.4280533298041033,0.1675732456743268,0.6311020436609847,0.35114065973408254,0.6014485075327201
STU_000081,Secundaria alta,0.40164008690264646,0.4564853627465854,0.14187455035076815,0.47374244811166133,0.2960359033751057,0.26180740438943506
STU_000082,Primaria alta,0.19203507551442717,0.7667023187508929,0.041262605734679915,0.7773333945329123,0.6201185311758096,0.7650181587283306
STU_000083,Secundaria baja,0.22499095477164974,0.18228765766655478,0.5927213875617954,0.7765120053125115,0.6267179168869418,0.7793702799569842
STU_000084,Secundaria baja,0.08200899220918076,0.27744350160534215,0.6405475061854771,0.669249238202154,0.3112076521346353,0.6530318306755856
STU_000085,Secundaria baja,0.01865263954394801,0.10933053146981543,0.8720168289862367,0.3582938708657163,0.5209597573142163,0.8125491903856495
STU_000086,Secundaria alta,0.18637996411841953,0.3801810405409272,0.4334389953406531,0.8995930896474778,0.2862007101974083,0.8704208780239856
STU_000087,Primaria alta,0.5448952720186465,0.11645920814209174,0.33864551983926183,0.7353447735102523,0.4092845756636139,0.27696960902869927
STU_000088,Secundaria alta,0.05075085264781131,0.15065690277248983,0.7985922445796989,0.51713138753724,0.5427082556846156,0.9703883872510245
STU_000089,Primaria alta,0.41490073760596663,0.08713962436020498,0.4979596380338284,0.4556544935113939,0.8524447388186158,0.38839618892397193
STU_000090,Secundaria baja,0.4110843851032172,0.23726814878345773,0.35164746611332515,0.7893702318832503,0.4394810700049492,0.35452718606603023
STU_000091,Secundaria baja,0.6790004726989749,0.053610876403637174,0.26738865089738806,0.4613666090644971,0.6934382087326998,0.4918225795459033
STU_000092,Secundaria baja,0.12941769109899715,0.5176060437699749,0.3529762651310279,0.4497880660960932,0.18293841786639173,0.45645044393226153
STU_000093,Secundaria alta,0.3676077349303214,0.3167348808037817,0.3156573842658969,0.6005270237237444,0.5719601857239752,0.40527930219913016
STU_000094,Secundaria alta,0.4112623007421837,0.025393072943603545,0.5633446263142128,0.8560263532498195,0.5249244711016792,0.6775531285662467
STU_000095,Primaria alta,0.34007255415671617,0.6282347206141125,0.031692725229171326,0.6165478749206569,0.25790333207351157,0.46129297460866225
STU_000096,Secundaria alta,0.38025678047790146,0.037211960848885776,0.5825312586732126,0.47361250981232716,0.16305596156171795,0.37644275934131477
STU_000097,Secundaria baja,0.2813417900651307,0.6259845592279109,0.09267365070695831,0.7764886428256218,0.9577159352487784,0.8273158870120331
STU_000098,Secundaria baja,0.6206314914817312,0.30111689770973177,0.07825161080853689,0.8004996169026491,0.5429752991667873,0.5288248136008651
STU_000099,Primaria alta,0.08530795586365923,0.17044733566060086,0.7442447084757398,0.5381526986005877,0.21308955136611027,0.5421931555786177
STU_000100,Primaria alta,0.5546865425291801,0.15785284562223542,0.2874606118485844,0.7789893568813245,0.45188412026541275,0.5827791237148054
STU_000101,Secundaria baja,0.4694314466307783,0.4092038166109269,0.12136473675829484,0.5350192603937911,0.3200536697210131,0.49724995528895904
STU_000102,Secundaria alta,0.3605973820572189,0.2738377033283241,0.36556491461445706,0.26264190163581314,0.8828871603436785,0.8653901331834393
STU_000103,Secundaria alta,0.1911269205402688,0.5581780467248486,0.2506950327348827,0.6154596373723225,0.5792410196141172,0.6242992969586271
STU_000104,Primaria alta,0.050973973981090624,0.6181092275331342,0.33091679848577527,0.49145891781700535,0.13703436915475864,0.48824354354855176
STU_000105,Secundaria baja,0.5465445331164797,0.2961598446009363,0.15729562228258412,0.8490289398518177,0.5358929181819931,0.7546809040636124
STU_000106,Secundaria baja,0.0603097312399703,0.5657092769537441,0.37398099180628563,0.21626227949370344,0.27556669913671794,0.5982294295604905
STU_000107,Secundaria baja,0.37857588129755415,0.5774876693017503,0.043936449400695625,0.5252258968580444,0.543098028060459,0.4301039998948047
STU_000108,Primaria alta,0.44762063250741735,0.46189044033405713,0.09048892715852554,0.3885814680568025,0.5285224772052659,0.755250095282409
STU_000109,Secundaria alta,0.32574382583927347,0.5803463418232537,0.09390983233747265,0.5314446616584149,0.6001429097539691,0.857441720710062
STU_000110,Secundaria alta,0.16936404080746464,0.38758551411446,0.4430504450780754,0.361263603407567,0.37349717889479295,0.7151119449665145
STU_000111,Primaria alta,0.049845117776811526,0.5866012630050388,0.36355361921814977,0.4602552423873399,0.544529889852749,0.2221062344620337
STU_000112,Secundaria alta,0.3925691568401985,0.15647961399528237,0.4509512291645192,0.5786149488997119,0.14537079342718767,0.6301493918153201
STU_000113,Secundaria alta,0.7360913150202887,0.19058596441701262,0.07332272056269869,0.4953043911575743,0.3934350833160271,0.9105335122628765
STU_000114,Secundaria baja,0.059291798895513954,0.1451875620705804,0.7955206390339057,0.521991830803234,0.5368912285660168,0.5868926561529731
STU_000115,Primaria alta,0.6271466999820069,0.1294730498853054,0.2433802501326877,0.22387313083816784,0.2556028056813093,0.3373321751743293
STU_000116,Secundaria alta,0.22006379732841,0.5377466915884728,0.2421895110831171,0.9574259992757762,0.42441167957705733,0.6994672669337852
STU_000117,Secundaria baja,0.3422581465642382,0.6205332062568024,0.037208647178959345,0.7110448193079127,0.5781879405230526,0.6209221978815311
STU_000118,Secundaria alta,0.2651110562903188,0.36797163713714004,0.3669173065725412,0.4032791011652746,0.42528270840059307,0.41954864236652434
STU_000119,Primaria alta,0.0682203838056732,0.551221608979811,0.3805580072145157,0.6812789930704882,0.7589143443679398,0.3767584935959375
STU_000120,Secundaria baja,0.14786656856139604,0.6842149418303464,0.16791848960825748,0.5613820994494128,0.9030518839764685,0.5902035107624624
STU_000121,Secundaria alta,0.21215714464906896,0.31193644714514146,0.4759064082057896,0.46803496770416486,0.3308451744462043,0.23127155396884105
STU_000122,Secundaria alta,0.36942191518247125,0.359911377291144,0.27066670752638483,0.7198891358674142,0.23400473404515304,0.33755488329521144
STU_000123,Secundaria baja,0.15471248650713157,0.032041818085455226,0.8132456954074132,0.940404920260179,0.6442311114468549,1.0
STU_000124,Secundaria alta,0.10856482217776026,0.4386170794645365,0.45281809835770326,0.5938114862239683,0.5478378064100884,0.5391558246584297
STU_000125,Secundaria alta,0.2412747812623008,0.5897774245535867,0.16894779418411246,0.9356137756053349,0.4283105057927965,0.6879843580148866
STU_000126,Secundaria baja,0.05915752108466837,0.9340263797043383,0.0068160992109933165,0.6772409382142544,0.3176312514976628,0.19629015328845928
STU_000127,Secundaria alta,0.036230674318414986,0.7135120984483494,0.2502572272332356,0.3376974737072941,0.5251667986491986,0.1339862186818634
STU_000128,Secundaria baja,0.604587694280447,0.22208419421240985,0.17332811150714317,0.6070660833924395,0.7233793260798199,0.7423280245893271
STU_000129,Primaria alta,0.03851259659752436,0.8842765924531064,0.07721081094936919,0.5260544397304675,0.7740885738328704,0.16666825065764995
STU_000130,Secundaria alta,0.34100335627838874,0.22154750603412943,0.4374491376874818,0.745705819059313,0.5551979568759449,0.1818121034565907
STU_000131,Primaria alta,0.14683263294688378,0.2924607150001062,0.5607066520530102,0.8306937386356509,0.6673324599122146,0.4475865569991298
STU_000132,Secundaria baja,0.12853178197013257,0.2801850653297774,0.5912831527000901,0.31601754350871825,0.29638246160133336,0.596762210547281
STU_000133,Secundaria alta,0.04389316381976657,0.5949062801411845,0.36120055603904894,0.10430887850710706,0.8324546357621695,0.7107351224234948
STU_000134,Secundaria baja,0.38423722916764824,0.22364970603323892,0.39211306479911273,0.452358607216638,0.684524834059051,0.6433392808526428
STU_000135,Secundaria alta,0.16542321400359897,0.4106369587784711,0.42393982721793,0.6590384327537274,0.5925759206231034,0.7926829894066884
STU_000136,Secundaria baja,0.46792967503626703,0.12621009205592187,0.405860232907811,0.9582516740851031,0.23115915422962863,0.756069025702556
STU_000137,Secundaria alta,0.5464488564708125,0.03151996989448045,0.42203117363470716,0.8531280661686313,0.4898874869098283,0.5468780177127985
STU_000138,Secundaria alta,0.4422767640526735,0.39450635108723264,0.1632168848600937,0.3231270366086969,0.27528920701131765,0.8585798543163062
STU_000139,Secundaria alta,0.2034469456501067,0.530769035690218,0.26578401865967527,0.2964949633439661,0.13859121653600037,0.2669920985063927
STU_000140,Secundaria baja,0.3785686208029246,0.1865553738284985,0.434876005368577,0.48597602424319636,0.35074114502909226,0.6291427621629981
STU_000141,Secundaria alta,0.330416879313629,0.2018747094954855,0.4677084111908853,0.501292727241889,0.8528724908985593,0.5981260106785022
STU_000142,Primaria alta,0.24132061571983177,0.4231146914419457,0.33556469283822243,0.8797540550395427,0.32813658769423687,0.46649290231769913
STU_000143,Secundaria baja,0.339803907761595,0.47263687834572343,0.1875592138926816,0.4474786591145675,0.6028866818792227,0.32429069435819907
STU_000144,Primaria alta,0.48829368121757144,0.34409834519319765,0.16760797358923074,0.4654382404345344,0.8042951356939576,0.5701571123083189
STU_000145,Secundaria baja,0.529155727736174,0.4520815744725799,0.018762697791246258,0.6356469338641738,0.7909459215379425,0.36639656084164546
STU_000146,Secundaria baja,0.3602115229747628,0.2642719962710328,0.37551648075420446,0.8007313846546301,0.75637513176554,0.32035095815926606
STU_000147,Secundaria alta,0.5353276387258505,0.12605806103906275,0.3386143002350867,0.6182812501244384,0.678210909248534,0.6467801348196972
STU_000148,Primaria alta,0.5838100495032046,0.2060615860314474,0.21012836446534813,0.36428636856912416,0.467205112916982,0.6930290395907739
STU_000149,Secundaria alta,0.7449702864424627,0.09704866156962405,0.15798105198791315,0.7044262446567805,0.5186455940366466,0.3554334752688147
STU_000150,Secundaria alta,0.13453138115392882,0.4414396769082965,0.4240289419377747,0.48240113944235735,0.5177143264504177,0.5479809073169256
STU_000151,Secundaria baja,0.1988832596330863,0.5716887679941465,0.22942797237276727,0.15765381087237262,0.9376589260960261,0.6365813743289647
STU_000152,Secundaria baja,0.12450254930788661,0.48913857285301254,0.38635887783910083,0.2727121292796823,0.6213040298262955,0.25884354047731506
STU_000153,Primaria alta,0.23959401312527664,0.13774137109084353,0.62266461578388,0.19095897817699534,0.5861133530790785,0.9066157810466553
STU_000154,Primaria alta,0.37610010463753424,0.3543920766432312,0.2695078187192346,0.7588894897673207,0.6185467692731801,0.5510787070335007
STU_000155,Secundaria alta,0.7375484660750032,0.1356586124293238,0.126792921495673,0.19488022272795724,0.23607165155275728,0.5205137808277092
STU_000156,Secundaria alta,0.5919370479601344,0.2716909160468832,0.1363720359929824,0.8827053756757148,0.7475738819363498,0.8029055680401262
STU_000157,Secundaria alta,0.48045881905309057,0.4410868052916985,0.0784543756552108,0.8799179558387872,0.7466677142547713,0.7405167963609199
STU_000158,Secundaria baja,0.07052346484297517,0.4650737819472418,0.46440275320978314,0.8185451711623328,0.743699630692672,0.4153502577423117
STU_000159,Secundaria alta,0.12489151578315467,0.3812982087336248,0.4938102754832205,0.4927034980736753,0.20341109895714096,0.5497831832733853
STU_000160,Secundaria baja,0.3212619491743245,0.38300517399189243,0.2957328768337831,0.18660031613808029,0.34871397792049746,0.8422909856330776
STU_000161,Secundaria alta,0.3155275586047106,0.4550578925722497,0.22941454882303966,0.7382646790156625,0.6141877728420422,0.18254653407978272
STU_000162,Secundaria baja,0.4993689610225036,0.2062986130757574,0.294332425901739,0.8527229391014938,0.3851279980556218,0.6431477187815996
STU_000163,Secundaria baja,0.5357624368975777,0.38712412969279075,0.07711343340963141,0.1985691877031827,0.21952928461635862,0.5560854033888835
STU_000164,Secundaria baja,0.22564017064859018,0.18681854501794934,0.5875412843334604,0.3280565191717735,0.3914418480306224,0.8062127246357689
STU_000165,Secundaria alta,0.4031500397133821,0.37307687121431954,0.22377308907229831,0.807821592532935,0.6870126204879992,0.4880320752870875
STU_000166,Secundaria baja,0.2682174391074653,0.6460758057683895,0.08570675512414525,0.22976614768102582,0.5334815481213496,0.5502529192950744
STU_000167,Secundaria baja,0.16365859742105263,0.2897012009878969,0.5466402015910505,0.4789916467097822,0.6707239766651019,0.44503486986603963
STU_000168,Secundaria alta,0.04236789430804901,0.7043001470350018,0.25333195865694935,0.4218521478515708,1.0,0.6378813935912082
STU_000169,Secundaria alta,0.5904512033064339,0.39511870871603855,0.014430087977527557,0.4372751785737986,0.31934540538283185,0.43645926024263876
STU_000170,Secundaria alta,0.12541581847101269,0.4055161206557493,0.469068060873238,0.1836860430758659,0.4977646702554479,0.5174784434261553
STU_000171,Secundaria baja,0.2696511920933042,0.27687375380714224,0.4534750540995536,0.45747848650350714,0.6362810597001063,0.7372085571315328
STU_000172,Secundaria alta,0.7668736697415959,0.13862928700851776,0.09449704324988635,0.6753627350786828,0.1894561235445267,0.7093667738236539
STU_000173,Primaria alta,0.14383125317942472,0.3455595861837043,0.5106091606368709,0.7471146264699701,0.342719305785325,0.4192096359967601
STU_000174,Secundaria baja,0.09966677677274051,0.0637640319559874,0.836569191271272,0.5155711822422966,0.5429171347093563,0.3256727362453862
STU_000175,Secundaria baja,0.1282339934135873,0.05094361676684299,0.8208223898195698,0.46648477510410075,0.9878504250241956,0.9114878966307854
STU_000176,Primaria alta,0.19732059561139056,0.10078443411526956,0.7018949702733399,0.3431250979408827,0.8111166093682841,0.9686374444544162
STU_000177,Secundaria alta,0.5953181087385573,0.0325766242337658,0.372105267027677,0.5542069665385772,0.6960838552435129,0.6766165896884369
STU_000178,Primaria alta,0.4274650140865762,0.38536456513462974,0.1871704207787941,0.527300393429277,0.8407650154878217,0.5558409412618357
STU_000179,Secundaria alta,0.4239878351703097,0.516607977708666,0.0594041871210244,1.0,1.0,0.4509560463259458
STU_000180,Secundaria baja,0.3831997336291533,0.3623547852065358,0.2544454811643111,0.4337908332387904,0.5807337225666894,0.7524327948699859
STU_000181,Secundaria baja,0.571076814755576,0.21482393170986974,0.2140992535345541,0.45367487265726986,0.3249904049471669,0.774905203790026
STU_000182,Secundaria baja,0.5516201183731773,0.054612993657182404,0.3937668879696403,0.5067393339755859,0.19205513787408246,0.9162939507979613
STU_000183,Secundaria baja,0.2072898322008711,0.06623320214330536,0.7264769656558235,0.056635244382956376,0.9172303308797143,0.6938662802412525
STU_000184,Secundaria baja,0.24727086966296155,0.32268579857978347,0.4300433317572551,0.799467937965467,0.5602374355097856,0.4583968429228932
STU_000185,Secundaria baja,0.740470026318336,0.022963367190172276,0.2365666064914916,0.9077586920009107,0.15057680064544351,0.38252627434969927
STU_000186,Secundaria alta,0.5674274612786849,0.23244363344192828,0.20012890527938698,0.4948877571678502,0.0941227097721074,0.49535303283165244
STU_000187,Secundaria baja,0.27758693583475635,0.2982652598791267,0.42414780428611704,0.3103036014896433,0.24323678077930744,0.29065470429889173
STU_000188,Secundaria baja,0.33672238224503764,0.2561839402042456,0.40709367755071657,0.6502967916845063,0.6894912632021986,0.3927217114415233
STU_000189,Secundaria baja,0.33706765098285574,0.6415545712817109,0.021377777735433298,0.44721182343694565,0.6530290543413766,0.3697543663963192
STU_000190,Secundaria baja,0.5257331582627464,0.1777262177796905,0.29654062395756303,0.7516596023370681,0.788235655384289,0.3657469282207047
STU_000191,Primaria alta,0.4130377490035014,0.28291012413617744,0.30405212686032124,0.3160848379803253,0.7093678190047358,0.3978823281988075
STU_000192,Secundaria alta,0.20029975663206975,0.059399198094094545,0.7403010452738358,0.36436114180003865,0.7759950061879705,0.771549739351853
STU_000193,Secundaria baja,0.021849631267928094,0.9626355482435878,0.015514820488484082,0.1285769266571624,0.8168983579719664,0.28302020587639065
STU_000194,Secundaria alta,0.673814074982755,0.2697551001479215,0.056430824869323354,0.6121567794188854,0.3569930152102046,0.5767064466882058
STU_000195,Secundaria alta,0.4417976509538569,0.2751595680096141,0.28304278103652897,0.5564410824984877,0.6411785405959529,0.4965627745150113
STU_000196,Secundaria baja,0.04823719957437304,0.4280715129182126,0.5236912875074142,0.40486009177746385,0.739111675955847,0.8314677097455789
STU_000197,Primaria alta,0.23902303267763514,0.05620636518648833,0.7047706021358765,0.7313283894225147,0.7666373300685025,0.7272904642702231
STU_000198,Secundaria baja,0.2202483866729535,0.22979075212049427,0.5499608612065522,0.9240735387924687,0.6916250266397822,0.5077095340705611
STU_000199,Primaria alta,0.39129716199436015,0.4076632806830811,0.20103955732255865,0.7982454556745957,0.47571754501138724,0.6055589040945564
STU_000200,Secundaria baja,0.24467650259854742,0.6251063201924313,0.13021717720902126,0.29914782097105475,0.7360078037630355,0.8652880380597343
STU_000201,Secundaria baja,0.5479719163021864,0.14639962593316508,0.30562845776464853,0.9473982650692625,0.5841884631152212,0.39646206272363715
STU_000202,Primaria alta,0.04651276004626064,0.150199810848898,0.8032874291048413,0.7444921269200375,0.8763373666734222,0.8551329666980395
STU_000203,Primaria alta,0.6076352238869493,0.2669727646200119,0.12539201149303877,0.48087552626151675,0.46719253957042595,0.5395692202874086
STU_000204,Secundaria baja,0.042180115657304215,0.46699405429268165,0.49082583005001407,0.41886105546083197,0.28944065008269704,0.3103122587124613
STU_000205,Primaria alta,0.6602870715548456,0.2514724552535033,0.08824047319165114,0.8132253874002859,0.7935171141608367,0.125841117463092
